abbv,efg_pct,orb_pct,tov_pct,fta_per_fga_pct,game_possessions,pts,game_code,date,season
NOP,0.476,0.263,0.049,0.267,104.0077067669173,121,201901140LAC,2019-01-14 22:30:00,18-19
LAC,0.661,0.2,0.102,0.357,101.38745454545455,134,201902130LAC,2019-02-13 22:30:00,18-19
PHO,0.512,0.182,0.142,0.291,101.38745454545455,107,201902130LAC,2019-02-13 22:30:00,18-19
NYK,0.46,0.17,0.112,0.386,107.65130434782608,107,201903030LAC,2019-03-03 15:30:00,18-19
LAC,0.587,0.196,0.132,0.173,107.65130434782608,128,201903030LAC,2019-03-03 15:30:00,18-19
DEN,0.469,0.232,0.077,0.258,100.61405405405405,111,201812220LAC,2018-12-22 17:00:00,18-19
LAC,0.63,0.351,0.131,0.185,100.61405405405405,132,201812220LAC,2018-12-22 17:00:00,18-19
LAC,0.591,0.175,0.089,0.226,101.768125,128,201901080LAC,2019-01-08 22:30:00,18-19
CHO,0.467,0.208,0.097,0.322,101.768125,109,201901080LAC,2019-01-08 22:30:00,18-19
GSW,0.541,0.07,0.093,0.314,103.59075134168157,112,201901180LAC,2019-01-18 22:30:00,18-19
LAC,0.388,0.231,0.152,0.412,103.59075134168157,94,201901180LAC,2019-01-18 22:30:00,18-19
LAC,0.541,0.31,0.141,0.329,97.98693452380952,118,201901280LAC,2019-01-28 22:30:00,18-19
ATL,0.563,0.375,0.146,0.333,97.98693452380952,123,201901280LAC,2019-01-28 22:30:00,18-19
LAC,0.535,0.191,0.044,0.18,98.52187290033595,121,201902250LAC,2019-02-25 22:30:00,18-19
DAL,0.579,0.184,0.162,0.355,98.52187290033595,112,201902250LAC,2019-02-25 22:30:00,18-19
LAC,0.483,0.267,0.137,0.221,95.4924761904762,99,201812110LAC,2018-12-11 22:30:00,18-19
TOR,0.594,0.238,0.065,0.125,95.4924761904762,123,201812110LAC,2018-12-11 22:30:00,18-19
LAL,0.516,0.152,0.13,0.38,112.02508553100499,123,201901310LAC,2019-01-31 22:30:00,18-19
LAC,0.51,0.197,0.065,0.25,112.02508553100499,120,201901310LAC,2019-01-31 22:30:00,18-19
LAC,0.54,0.326,0.152,0.33,100.80819657744624,122,201901270LAC,2019-01-27 15:30:00,18-19
SAC,0.441,0.283,0.102,0.323,100.80819657744624,108,201901270LAC,2019-01-27 15:30:00,18-19
POR,0.605,0.171,0.099,0.36,100.40942857142858,131,201812170LAC,2018-12-17 22:30:00,18-19
LAC,0.566,0.229,0.091,0.47,100.40942857142858,127,201812170LAC,2018-12-17 22:30:00,18-19
PHI,0.552,0.37,0.165,0.379,103.71111739130434,119,201901010LAC,2019-01-01 22:30:00,18-19
LAC,0.489,0.24,0.109,0.374,103.71111739130434,113,201901010LAC,2019-01-01 22:30:00,18-19
LAC,0.563,0.311,0.102,0.24,104.75441666666666,127,201812260LAC,2018-12-26 22:30:00,18-19
SAC,0.519,0.25,0.105,0.144,104.75441666666666,118,201812260LAC,2018-12-26 22:30:00,18-19
LAC,0.473,0.212,0.064,0.247,97.82037237762238,106,201901060LAC,2019-01-06 15:30:00,18-19
ORL,0.421,0.236,0.105,0.326,97.82037237762238,96,201901060LAC,2019-01-06 15:30:00,18-19
LAC,0.506,0.208,0.086,0.535,105.6458442982456,118,201903080LAC,2019-03-08 22:30:00,18-19
OKC,0.456,0.246,0.088,0.255,105.6458442982456,110,201903080LAC,2019-03-08 22:30:00,18-19
LAC,0.495,0.294,0.058,0.354,101.42781045751633,128,201903150LAC,2019-03-15 22:30:00,18-19
CHI,0.594,0.222,0.145,0.413,101.42781045751633,121,201903150LAC,2019-03-15 22:30:00,18-19
LAC,0.447,0.439,0.093,0.284,93.50068181818182,104,201903120LAC,2019-03-12 22:30:00,18-19
POR,0.552,0.409,0.1,0.271,93.50068181818182,125,201903120LAC,2019-03-12 22:30:00,18-19
LAC,0.512,0.2,0.143,0.378,101.872,103,201904030LAC,2019-04-03 22:30:00,18-19
HOU,0.636,0.293,0.137,0.33,101.872,135,201904030LAC,2019-04-03 22:30:00,18-19
LAC,0.692,0.313,0.164,0.291,103.7824715909091,140,201903110LAC,2019-03-11 22:30:00,18-19
BOS,0.56,0.159,0.116,0.209,103.7824715909091,115,201903110LAC,2019-03-11 22:30:00,18-19
MEM,0.424,0.125,0.125,0.341,102.69426136363636,96,201903310LAC,2019-03-31 22:30:00,18-19
LAC,0.527,0.152,0.164,0.507,102.69426136363636,113,201903310LAC,2019-03-31 22:30:00,18-19
LAL,0.475,0.315,0.116,0.172,102.04402356902357,101,201811100SAC,2018-11-10 22:00:00,18-19
SAC,0.38,0.236,0.159,0.217,102.04402356902357,86,201811100SAC,2018-11-10 22:00:00,18-19
LAL,0.521,0.269,0.115,0.281,105.98689903846154,122,201904050LAC,2019-04-05 22:30:00,18-19
LAC,0.495,0.146,0.095,0.341,105.98689903846154,117,201904050LAC,2019-04-05 22:30:00,18-19
LAC,0.453,0.291,0.114,0.292,103.34084090909091,110,201904260LAC,2019-04-26 22:00:00,18-19
GSW,0.584,0.175,0.089,0.348,103.34084090909091,129,201904260LAC,2019-04-26 22:00:00,18-19
UTA,0.601,0.135,0.151,0.481,105.65611179361179,123,201810170SAC,2018-10-17 22:00:00,18-19
SAC,0.553,0.114,0.08,0.189,105.65611179361179,117,201810170SAC,2018-10-17 22:00:00,18-19
LAC,0.506,0.095,0.096,0.4,96.94131547619047,105,201904210LAC,2019-04-21 15:30:00,18-19
GSW,0.539,0.275,0.118,0.213,96.94131547619047,113,201904210LAC,2019-04-21 15:30:00,18-19
MIN,0.452,0.288,0.136,0.33,105.69895800627943,110,201811090SAC,2018-11-09 22:00:00,18-19
SAC,0.516,0.245,0.1,0.305,105.69895800627943,121,201811090SAC,2018-11-09 22:00:00,18-19
TOR,0.522,0.342,0.168,0.258,102.20473684210526,114,201811070SAC,2018-11-07 22:00:00,18-19
SAC,0.523,0.13,0.135,0.205,102.20473684210526,105,201811070SAC,2018-11-07 22:00:00,18-19
LAC,0.495,0.308,0.106,0.289,104.76407837445572,119,201903170LAC,2019-03-17 21:00:00,18-19
BRK,0.49,0.283,0.112,0.25,104.76407837445572,116,201903170LAC,2019-03-17 21:00:00,18-19
MEM,0.436,0.236,0.131,0.138,97.31269518716579,92,201810240SAC,2018-10-24 22:00:00,18-19
SAC,0.458,0.294,0.126,0.398,97.31269518716579,97,201810240SAC,2018-10-24 22:00:00,18-19
LAC,0.41,0.286,0.099,0.362,100.8084555984556,105,201904180LAC,2019-04-18 22:30:00,18-19
GSW,0.629,0.27,0.106,0.194,100.8084555984556,132,201904180LAC,2019-04-18 22:30:00,18-19
LAC,0.712,0.29,0.148,0.188,98.03396313364055,132,201903300LAC,2019-03-30 15:30:00,18-19
CLE,0.462,0.286,0.095,0.304,98.03396313364055,108,201903300LAC,2019-03-30 15:30:00,18-19
LAC,0.566,0.231,0.091,0.283,117.26587719298246,143,201904100LAC,2019-04-10 22:30:00,18-19
UTA,0.509,0.298,0.124,0.311,117.26587719298246,137,201904100LAC,2019-04-10 22:30:00,18-19
SAC,0.537,0.275,0.146,0.242,108.91340909090908,116,201810260SAC,2018-10-26 22:00:00,18-19
WAS,0.547,0.114,0.179,0.267,108.91340909090908,112,201810260SAC,2018-10-26 22:00:00,18-19
LAC,0.539,0.222,0.114,0.303,101.6518611111111,115,201903190LAC,2019-03-19 22:30:00,18-19
IND,0.557,0.275,0.175,0.195,101.6518611111111,109,201903190LAC,2019-03-19 22:30:00,18-19
SAC,0.572,0.156,0.076,0.167,95.97214285714287,113,201901030SAC,2019-01-03 22:00:00,18-19
DEN,0.539,0.381,0.12,0.337,95.97214285714287,117,201901030SAC,2019-01-03 22:00:00,18-19
UTA,0.587,0.31,0.145,0.359,107.76021871539314,133,201811250SAC,2018-11-25 20:00:00,18-19
SAC,0.524,0.163,0.147,0.365,107.76021871539314,112,201811250SAC,2018-11-25 20:00:00,18-19
SAC,0.522,0.28,0.165,0.264,106.61552631578948,111,201812010SAC,2018-12-01 22:00:00,18-19
IND,0.585,0.158,0.218,0.22,106.61552631578948,110,201812010SAC,2018-12-01 22:00:00,18-19
SAS,0.494,0.191,0.138,0.184,96.65242345614945,99,201811120SAC,2018-11-12 22:00:00,18-19
SAC,0.564,0.171,0.116,0.14,96.65242345614945,104,201811120SAC,2018-11-12 22:00:00,18-19
SAC,0.692,0.25,0.091,0.372,100.25182926829268,141,201812120SAC,2018-12-12 22:00:00,18-19
MIN,0.586,0.293,0.095,0.29,100.25182926829268,130,201812120SAC,2018-12-12 22:00:00,18-19
SAC,0.52,0.259,0.121,0.167,110.13931992337166,117,201811190SAC,2018-11-19 22:00:00,18-19
OKC,0.472,0.224,0.102,0.148,110.13931992337166,113,201811190SAC,2018-11-19 22:00:00,18-19
SAC,0.43,0.233,0.098,0.104,111.96846598639456,108,201901010SAC,2019-01-01 21:00:00,18-19
POR,0.483,0.204,0.149,0.333,111.96846598639456,113,201901010SAC,2019-01-01 21:00:00,18-19
SAC,0.564,0.282,0.167,0.233,100.4333076923077,112,201901100SAC,2019-01-10 22:00:00,18-19
DET,0.494,0.2,0.17,0.293,100.4333076923077,102,201901100SAC,2019-01-10 22:00:00,18-19
GSW,0.536,0.3,0.139,0.375,111.68101923076924,130,201812140SAC,2018-12-14 22:00:00,18-19
SAC,0.547,0.135,0.108,0.26,111.68101923076924,125,201812140SAC,2018-12-14 22:00:00,18-19
SAC,0.485,0.218,0.095,0.121,100.79661818181818,104,201901120SAC,2019-01-12 22:00:00,18-19
CHO,0.477,0.26,0.156,0.25,100.79661818181818,97,201901120SAC,2019-01-12 22:00:00,18-19
LAL,0.568,0.22,0.148,0.261,104.70559364933273,116,201812270SAC,2018-12-27 22:00:00,18-19
SAC,0.495,0.302,0.113,0.208,104.70559364933273,117,201812270SAC,2018-12-27 22:00:00,18-19
SAC,0.51,0.18,0.078,0.204,105.92015660377359,111,201901070SAC,2019-01-07 22:00:00,18-19
ORL,0.443,0.094,0.141,0.276,105.92015660377359,95,201901070SAC,2019-01-07 22:00:00,18-19
SAC,0.601,0.357,0.115,0.212,105.18433890577508,135,201901300SAC,2019-01-30 22:00:00,18-19
ATL,0.535,0.191,0.171,0.291,105.18433890577508,113,201901300SAC,2019-01-30 22:00:00,18-19
PHI,0.478,0.269,0.111,0.269,102.01454545454544,108,201902020SAC,2019-02-02 22:00:00,18-19
SAC,0.516,0.273,0.135,0.261,102.01454545454544,115,201902020SAC,2019-02-02 22:00:00,18-19
SAC,0.552,0.256,0.118,0.276,98.31471360895779,115,201901140SAC,2019-01-14 22:00:00,18-19
POR,0.457,0.315,0.118,0.315,98.31471360895779,107,201901140SAC,2019-01-14 22:00:00,18-19
MEM,0.563,0.211,0.176,0.125,93.10059210526316,99,201812210SAC,2018-12-21 22:00:00,18-19
SAC,0.46,0.25,0.082,0.33,93.10059210526316,102,201812210SAC,2018-12-21 22:00:00,18-19
GSW,0.618,0.293,0.116,0.151,96.10135888501742,127,201901050SAC,2019-01-05 22:00:00,18-19
SAC,0.577,0.286,0.072,0.144,96.10135888501742,123,201901050SAC,2019-01-05 22:00:00,18-19
LAC,0.622,0.2,0.081,0.311,100.21565217391304,133,201811290SAC,2018-11-29 22:30:00,18-19
SAC,0.516,0.348,0.093,0.271,100.21565217391304,121,201811290SAC,2018-11-29 22:30:00,18-19
SAC,0.489,0.172,0.108,0.355,109.88896551724137,113,201812190SAC,2018-12-19 22:00:00,18-19
OKC,0.564,0.353,0.13,0.265,109.88896551724137,132,201812190SAC,2018-12-19 22:00:00,18-19
NOP,0.5,0.24,0.101,0.298,106.86,117,201812230SAC,2018-12-23 18:00:00,18-19
SAC,0.49,0.207,0.073,0.33,106.86,122,201812230SAC,2018-12-23 18:00:00,18-19
SAC,0.489,0.408,0.181,0.22,100.10606817194963,101,201902060SAC,2019-02-06 22:00:00,18-19
HOU,0.55,0.277,0.092,0.18,100.10606817194963,127,201902060SAC,2019-02-06 22:00:00,18-19
SAC,0.546,0.261,0.108,0.322,97.87745454545455,116,201903210SAC,2019-03-21 22:00:00,18-19
DAL,0.457,0.164,0.064,0.25,97.87745454545455,100,201903210SAC,2019-03-21 22:00:00,18-19
MIA,0.494,0.234,0.157,0.216,101.132070035461,96,201902080SAC,2019-02-08 22:00:00,18-19
SAC,0.461,0.208,0.114,0.278,101.132070035461,102,201902080SAC,2019-02-08 22:00:00,18-19
PHO,0.66,0.176,0.111,0.198,92.63384803921569,121,201810170PHO,2018-10-17 22:30:00,18-19
DAL,0.489,0.208,0.085,0.227,92.63384803921569,100,201810170PHO,2018-10-17 22:30:00,18-19
HOU,0.628,0.186,0.065,0.181,97.22663930688555,130,201904020SAC,2019-04-02 22:00:00,18-19
SAC,0.479,0.314,0.096,0.211,97.22663930688555,105,201904020SAC,2019-04-02 22:00:00,18-19
SAC,0.532,0.281,0.049,0.156,104.28387134502924,129,201904070SAC,2019-04-07 21:00:00,18-19
NOP,0.609,0.311,0.124,0.119,104.28387134502924,133,201904070SAC,2019-04-07 21:00:00,18-19
CLE,0.611,0.263,0.191,0.111,96.22162280701755,104,201904040SAC,2019-04-04 22:00:00,18-19
SAC,0.567,0.167,0.056,0.103,96.22162280701755,117,201904040SAC,2019-04-04 22:00:00,18-19
SAC,0.516,0.283,0.121,0.239,99.79079710144927,112,201903230SAC,2019-03-23 22:00:00,18-19
PHO,0.46,0.208,0.123,0.295,99.79079710144927,103,201903230SAC,2019-03-23 22:00:00,18-19
MEM,0.52,0.22,0.128,0.382,91.61301594746718,100,201811040PHO,2018-11-04 20:00:00,18-19
PHO,0.625,0.192,0.241,0.406,91.61301594746718,102,201811040PHO,2018-11-04 20:00:00,18-19
SAS,0.578,0.176,0.129,0.313,102.01561887254903,120,201810310PHO,2018-10-31 22:30:00,18-19
PHO,0.422,0.146,0.133,0.2,102.01561887254903,90,201810310PHO,2018-10-31 22:30:00,18-19
SAC,0.581,0.158,0.143,0.275,99.0292958748222,109,201903060SAC,2019-03-06 22:00:00,18-19
BOS,0.589,0.081,0.162,0.266,99.0292958748222,111,201903060SAC,2019-03-06 22:00:00,18-19
SAC,0.563,0.318,0.162,0.211,107.83710359408033,121,201903190SAC,2019-03-19 22:00:00,18-19
BRK,0.564,0.256,0.147,0.245,107.83710359408033,123,201903190SAC,2019-03-19 22:00:00,18-19
SAC,0.536,0.136,0.118,0.398,102.75382978723405,115,201903040SAC,2019-03-04 22:00:00,18-19
NYK,0.529,0.213,0.149,0.329,102.75382978723405,108,201903040SAC,2019-03-04 22:00:00,18-19
PHO,0.484,0.267,0.132,0.198,97.5379534883721,98,201811020PHO,2018-11-02 22:00:00,18-19
TOR,0.58,0.14,0.126,0.259,97.5379534883721,107,201811020PHO,2018-11-02 22:00:00,18-19
SAS,0.474,0.273,0.069,0.214,98.23934731934733,112,201902040SAC,2019-02-04 22:00:00,18-19
SAC,0.628,0.205,0.074,0.256,98.23934731934733,127,201902040SAC,2019-02-04 22:00:00,18-19
SAC,0.5,0.246,0.057,0.254,119.82784456587736,140,201902270SAC,2019-02-27 22:00:00,18-19
MIL,0.558,0.204,0.083,0.188,119.82784456587736,141,201902270SAC,2019-02-27 22:00:00,18-19
PHO,0.451,0.283,0.14,0.33,103.3608,104,201902100SAC,2019-02-10 18:00:00,18-19
SAC,0.506,0.22,0.104,0.524,103.3608,117,201902100SAC,2019-02-10 18:00:00,18-19
CHI,0.5,0.233,0.163,0.239,102.36655655391121,102,201903170SAC,2019-03-17 18:00:00,18-19
SAC,0.563,0.341,0.083,0.155,102.36655655391121,129,201903170SAC,2019-03-17 18:00:00,18-19
LAL,0.57,0.239,0.068,0.23,103.46156945917286,131,201810240PHO,2018-10-24 22:00:00,18-19
PHO,0.583,0.22,0.169,0.25,103.46156945917286,113,201810240PHO,2018-10-24 22:00:00,18-19
LAC,0.5,0.296,0.094,0.359,100.90583703703703,116,201903010SAC,2019-03-01 22:00:00,18-19
SAC,0.473,0.16,0.071,0.269,100.90583703703703,109,201903010SAC,2019-03-01 22:00:00,18-19
DET,0.482,0.277,0.111,0.294,92.05677811550152,101,201901250DAL,2019-01-25 20:30:00,18-19
DAL,0.543,0.214,0.087,0.37,92.05677811550152,106,201901250DAL,2019-01-25 20:30:00,18-19
PHO,0.47,0.171,0.139,0.25,98.31034659820283,94,201901090DAL,2019-01-09 20:30:00,18-19
DAL,0.514,0.211,0.175,0.643,98.31034659820283,104,201901090DAL,2019-01-09 20:30:00,18-19
CHO,0.455,0.16,0.127,0.191,98.94097777777777,93,201902060DAL,2019-02-06 20:30:00,18-19
DAL,0.463,0.278,0.114,0.181,98.94097777777777,99,201902060DAL,2019-02-06 20:30:00,18-19
POR,0.541,0.3,0.171,0.163,97.4521489361702,101,201902100DAL,2019-02-10 15:00:00,18-19
DAL,0.483,0.234,0.134,0.264,97.4521489361702,102,201902100DAL,2019-02-10 15:00:00,18-19
DEN,0.476,0.375,0.102,0.243,103.04044642857144,114,201902220DAL,2019-02-22 20:30:00,18-19
DAL,0.464,0.143,0.132,0.393,103.04044642857144,104,201902220DAL,2019-02-22 20:30:00,18-19
TOR,0.548,0.182,0.066,0.458,100.50626849894292,123,201901270DAL,2019-01-27 19:00:00,18-19
DAL,0.551,0.163,0.097,0.386,100.50626849894292,120,201901270DAL,2019-01-27 19:00:00,18-19
DAL,0.547,0.125,0.13,0.573,101.30833333333334,114,201812120DAL,2018-12-12 20:30:00,18-19
ATL,0.522,0.333,0.175,0.151,101.30833333333334,107,201812120DAL,2018-12-12 20:30:00,18-19
SAS,0.572,0.275,0.093,0.145,85.95246052631579,105,201901160DAL,2019-01-16 20:30:00,18-19
DAL,0.517,0.342,0.123,0.186,85.95246052631579,101,201901160DAL,2019-01-16 20:30:00,18-19
GSW,0.551,0.327,0.088,0.121,94.75888355342136,119,201901130DAL,2019-01-13 19:00:00,18-19
DAL,0.505,0.353,0.104,0.319,94.75888355342136,114,201901130DAL,2019-01-13 19:00:00,18-19
SAC,0.515,0.229,0.077,0.214,103.3061217948718,120,201812160DAL,2018-12-16 19:00:00,18-19
DAL,0.464,0.308,0.113,0.323,103.3061217948718,113,201812160DAL,2018-12-16 19:00:00,18-19
MIL,0.602,0.263,0.109,0.129,98.57554210526317,122,201902080DAL,2019-02-08 20:30:00,18-19
DAL,0.54,0.18,0.128,0.23,98.57554210526317,107,201902080DAL,2019-02-08 20:30:00,18-19
HOU,0.541,0.25,0.116,0.151,89.64925,104,201812080DAL,2018-12-08 18:00:00,18-19
DAL,0.566,0.35,0.143,0.193,89.64925,107,201812080DAL,2018-12-08 18:00:00,18-19
DAL,0.465,0.298,0.157,0.279,101.36650673035172,97,201901070DAL,2019-01-07 20:30:00,18-19
LAL,0.479,0.224,0.109,0.287,101.36650673035172,107,201901070DAL,2019-01-07 20:30:00,18-19
DAL,0.488,0.205,0.114,0.305,95.58740454545455,101,201812100DAL,2018-12-10 20:30:00,18-19
ORL,0.404,0.14,0.141,0.056,95.58740454545455,76,201812100DAL,2018-12-10 20:30:00,18-19
DAL,0.593,0.238,0.141,0.284,93.69843358395991,110,201902270DAL,2019-02-27 20:30:00,18-19
IND,0.545,0.158,0.14,0.273,93.69843358395991,101,201902270DAL,2019-02-27 20:30:00,18-19
MEM,0.59,0.118,0.145,0.308,95.99029411764707,111,201903020DAL,2019-03-02 20:30:00,18-19
DAL,0.347,0.22,0.091,0.388,95.99029411764707,81,201903020DAL,2019-03-02 20:30:00,18-19
LAC,0.418,0.264,0.063,0.319,92.65214622641508,98,201901220DAL,2019-01-22 20:30:00,18-19
DAL,0.531,0.25,0.105,0.358,92.65214622641508,106,201901220DAL,2019-01-22 20:30:00,18-19
MIA,0.617,0.2,0.17,0.198,97.363,112,201902130DAL,2019-02-13 20:30:00,18-19
DAL,0.472,0.2,0.109,0.25,97.363,101,201902130DAL,2019-02-13 20:30:00,18-19
NOP,0.533,0.156,0.088,0.333,101.61133333333333,119,201812260DAL,2018-12-26 20:30:00,18-19
DAL,0.556,0.2,0.109,0.469,101.61133333333333,122,201812260DAL,2018-12-26 20:30:00,18-19
DAL,0.543,0.22,0.202,0.272,103.20959782044629,105,201812300DAL,2018-12-30 19:00:00,18-19
OKC,0.478,0.149,0.097,0.226,103.20959782044629,103,201812300DAL,2018-12-30 19:00:00,18-19
DAL,0.495,0.267,0.113,0.202,98.22161904761904,108,201904030DAL,2019-04-03 20:30:00,18-19
MIN,0.547,0.119,0.078,0.233,98.22161904761904,110,201904030DAL,2019-04-03 20:30:00,18-19
POR,0.525,0.194,0.159,0.288,95.96364583333335,104,201810300HOU,2018-10-30 20:00:00,18-19
HOU,0.375,0.313,0.094,0.24,95.96364583333335,85,201810300HOU,2018-10-30 20:00:00,18-19
HOU,0.455,0.241,0.109,0.25,91.89267056530214,94,201903100DAL,2019-03-10 19:00:00,18-19
DAL,0.473,0.263,0.156,0.36,91.89267056530214,93,201903100DAL,2019-03-10 19:00:00,18-19
PHO,0.506,0.098,0.122,0.318,105.93627450980392,109,201904090DAL,2019-04-09 20:30:00,18-19
DAL,0.538,0.353,0.17,0.297,105.93627450980392,120,201904090DAL,2019-04-09 20:30:00,18-19
DAL,0.604,0.219,0.108,0.416,92.9328125,121,201903260DAL,2019-03-26 20:30:00,18-19
SAC,0.563,0.279,0.065,0.368,92.9328125,125,201903260DAL,2019-03-26 20:30:00,18-19
DAL,0.549,0.225,0.13,0.317,94.44641666666666,105,201903120DAL,2019-03-12 20:00:00,18-19
SAS,0.573,0.194,0.118,0.22,94.44641666666666,112,201903120DAL,2019-03-12 20:00:00,18-19
POR,0.494,0.302,0.127,0.241,91.75453488372094,104,201812110HOU,2018-12-11 20:00:00,18-19
HOU,0.547,0.279,0.067,0.318,91.75453488372094,111,201812110HOU,2018-12-11 20:00:00,18-19
DAL,0.536,0.189,0.052,0.278,104.11724393530997,122,201904010DAL,2019-04-01 20:30:00,18-19
PHI,0.419,0.214,0.101,0.344,104.11724393530997,102,201904010DAL,2019-04-01 20:30:00,18-19
LAC,0.62,0.161,0.135,0.481,102.65536656891496,133,201810260HOU,2018-10-26 20:00:00,18-19
HOU,0.464,0.291,0.107,0.255,102.65536656891496,113,201810260HOU,2018-10-26 20:00:00,18-19
CLE,0.552,0.162,0.059,0.256,90.85793918918918,116,201903160DAL,2019-03-16 20:30:00,18-19
DAL,0.607,0.25,0.049,0.18,90.85793918918918,121,201903160DAL,2019-03-16 20:30:00,18-19
SAC,0.505,0.271,0.115,0.118,105.07489583333333,112,201811170HOU,2018-11-17 20:00:00,18-19
HOU,0.691,0.188,0.194,0.296,105.07489583333333,132,201811170HOU,2018-11-17 20:00:00,18-19
NOP,0.582,0.326,0.1,0.224,102.96160852713177,131,201810170HOU,2018-10-17 20:00:00,18-19
HOU,0.511,0.167,0.097,0.261,102.96160852713177,112,201810170HOU,2018-10-17 20:00:00,18-19
CHI,0.489,0.146,0.117,0.273,103.10647916666667,105,201812010HOU,2018-12-01 20:00:00,18-19
HOU,0.595,0.15,0.126,0.357,103.10647916666667,121,201812010HOU,2018-12-01 20:00:00,18-19
DAL,0.516,0.224,0.079,0.219,98.82927147603228,112,201904050DAL,2019-04-05 20:30:00,18-19
MEM,0.563,0.279,0.088,0.167,98.82927147603228,122,201904050DAL,2019-04-05 20:30:00,18-19
DET,0.565,0.326,0.136,0.435,97.57908615136876,124,201811210HOU,2018-11-21 20:00:00,18-19
HOU,0.646,0.185,0.146,0.5,97.57908615136876,126,201811210HOU,2018-11-21 20:00:00,18-19
DAL,0.641,0.303,0.128,0.282,95.09691558441558,128,201811280HOU,2018-11-28 20:00:00,18-19
HOU,0.534,0.357,0.141,0.264,95.09691558441558,108,201811280HOU,2018-11-28 20:00:00,18-19
NOP,0.529,0.28,0.13,0.212,114.42627272727273,129,201903180DAL,2019-03-18 20:30:00,18-19
DAL,0.481,0.255,0.113,0.276,114.42627272727273,125,201903180DAL,2019-03-18 20:30:00,18-19
HOU,0.622,0.211,0.146,0.432,94.11,115,201811110HOU,2018-11-11 19:00:00,18-19
IND,0.532,0.143,0.127,0.333,94.11,103,201811110HOU,2018-11-11 19:00:00,18-19
GSW,0.447,0.308,0.157,0.289,85.88996655518395,86,201811150HOU,2018-11-15 20:00:00,18-19
HOU,0.494,0.304,0.048,0.299,85.88996655518395,107,201811150HOU,2018-11-15 20:00:00,18-19
UTA,0.5,0.265,0.166,0.359,95.37299019607843,100,201810240HOU,2018-10-24 20:00:00,18-19
HOU,0.466,0.208,0.139,0.161,95.37299019607843,89,201810240HOU,2018-10-24 20:00:00,18-19
LAL,0.6,0.2,0.116,0.338,93.99292307692306,111,201812130HOU,2018-12-13 20:00:00,18-19
HOU,0.582,0.385,0.116,0.376,93.99292307692306,126,201812130HOU,2018-12-13 20:00:00,18-19
MIL,0.527,0.238,0.113,0.264,101.22309523809523,116,201901090HOU,2019-01-09 20:00:00,18-19
HOU,0.482,0.264,0.154,0.376,101.22309523809523,109,201901090HOU,2019-01-09 20:00:00,18-19
HOU,0.489,0.333,0.079,0.221,93.76007575757576,108,201812220HOU,2018-12-22 20:00:00,18-19
SAS,0.534,0.114,0.088,0.125,93.76007575757576,101,201812220HOU,2018-12-22 20:00:00,18-19
HOU,0.629,0.195,0.127,0.36,106.45331253545093,141,201901110HOU,2019-01-11 20:00:00,18-19
CLE,0.5,0.14,0.115,0.292,106.45331253545093,113,201901110HOU,2019-01-11 20:00:00,18-19
DAL,0.568,0.094,0.175,0.37,95.56790865384616,104,201902110HOU,2019-02-11 20:00:00,18-19
HOU,0.594,0.231,0.085,0.167,95.56790865384616,120,201902110HOU,2019-02-11 20:00:00,18-19
MEM,0.577,0.237,0.229,0.31,96.07208279845955,94,201901140HOU,2019-01-14 20:00:00,18-19
HOU,0.548,0.171,0.122,0.262,96.07208279845955,112,201901140HOU,2019-01-14 20:00:00,18-19
HOU,0.442,0.18,0.146,0.36,104.02297073170732,102,201812170HOU,2018-12-17 20:00:00,18-19
UTA,0.451,0.268,0.194,0.378,104.02297073170732,97,201812170HOU,2018-12-17 20:00:00,18-19
BRK,0.593,0.302,0.099,0.204,113.50739178690344,145,201901160HOU,2019-01-16 20:00:00,18-19
HOU,0.538,0.196,0.063,0.324,113.50739178690344,142,201901160HOU,2019-01-16 20:00:00,18-19
BOS,0.543,0.133,0.104,0.383,97.43692198581562,113,201812270HOU,2018-12-27 20:00:00,18-19
HOU,0.581,0.34,0.114,0.407,97.43692198581562,127,201812270HOU,2018-12-27 20:00:00,18-19
DEN,0.511,0.318,0.12,0.226,99.39997474747474,113,201901070HOU,2019-01-07 20:00:00,18-19
HOU,0.645,0.111,0.142,0.447,99.39997474747474,125,201901070HOU,2019-01-07 20:00:00,18-19
MEM,0.5,0.133,0.095,0.366,95.70995833333333,101,201812310HOU,2018-12-31 19:00:00,18-19
HOU,0.571,0.175,0.126,0.643,95.70995833333333,113,201812310HOU,2018-12-31 19:00:00,18-19
LAL,0.573,0.325,0.121,0.313,109.9315681818182,134,201901190HOU,2019-01-19 20:30:00,18-19
